id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
4524,lee,"In+f-Kick U+3, ,,",m,15,10~12,-19,KND,KND,,,,,
4525,lee,WS+4,m,16,11~12,-6~-5,+5~+6,+5~+6,,,,,
4526,lee,"WS+4, 3","m, (HMS)",16,11~12,-9~-8,+2~+3,+2~+3,,,,,
4527,lee,FC+d/f+4,l (TC),17,16~17s cs1~,-14~-13,-3s~-2s,KND,,,true,,
4528,lee,"FC+d/f+4, 3","l (TC), (HMS)",17,16~17s cs1~,-12~-11,-1s~0s,KND,,,,,
4529,lee,FC+u/b+4,m (TJ),15,18~28s (18~) js9~,-17~-7,-6~+4,-6~+4,,,,,
4530,lee,FC+u+4,m (TJ),22,18~28s (18~) js9~,-17~-7,Launch (JG?),Launch (JG?),,,,,
4531,lee,FC+u/f+4,m (TJ),25,18~28s (18~) js9~,-31,Launch (JG?),Launch (JG?),,,true,,-31
4532,lee,"FC+u/b or u or u/f+4, 3","m (TJ), (HMS)",(15or22or)25,18~28s (18~) js9~,-17~-7,Launch (JG?) (-6~+4),Launch (JG?) (-6~+4),,,,,
4533,lee,FC+U/B+4,m (TJ),25,14~17 js9~,-31~-28,-20~-17,-20~-17,,,,,
4534,lee,FC+u or U/F+4,m (TJ),28or30,14~17 js9~,-31~-28,KND,KND,,,,,
4535,lee,"FC+u/b or u or U/F+4, d",m,33or37or40,14~16s js9~,-31~-28,KND (-20~-17),KND,,,,,
4536,lee,FC+u/b or u or U/F+3+4,mm (TJ),"30,20","46~49, 56~58d js9~",-4~-2,KND,KND,,,,,
4537,lee,FC+u/b or u or U/F+3+4 (First hit only),m (TJ),30,46~49d js9~,-24~-21,KND,KND,,,,,
4538,lee,"FC+d/f, d, D/F+3",l (TC),22,16~20d (19~) cs1~15 js16~,-23~-19,KND,KND,,,,,
4539,lee,SSR+3+4,m,28,20~23 (29~),-11~-8,KND,KND,Tail spin,,,,
4540,lee,"SSR+3+4, 4","m, (HMS)",28,20~23 (29~),-19~-16,KND,KND,Tail spin,,,,
4541,lee,SSL+3+4,h,25,17~20 (25~),-2~+1,KND,KND,Tail spin,,,,
4542,lee,"SSL+3+4, 3","h, (HMS)",25,17~20 (25~),-5~-2,KND,KND,Tail spin,,,,
4543,lee,3+4 or From certain moves (to HMS),(HMS),, RC,,,,,,,,
4544,lee,HMS d or u,(HMS),,,,,,,,,,
4545,lee,HMS f,(HMS),,,,,,,,,,
4546,lee,HMS d/b or D (Cancel),(Special),, RC,,,,,,,,
4547,lee,HMS b (Cancel),(Special),,,,,,,,,,
4548,lee,HMS 1,h (HMS),10,12,0,7,7,,,,,
4549,lee,"HMS 1, 1, …","h, h HMS)","10,10, …",12,-1,7,7,,,,,
4550,lee,"HMS 1, 1, …, f, n (Cancel)",(MS),"10,",12s,-3,4,4,,,,,
4551,lee,"HMS 1, 4","h, m","10,17",12,-8,0,KND,,,,,
4552,lee,"HMS 1, 4, 3","h, m (HMS)","10,15",12,-8,0,0,,,,,
4553,lee,HMS 2,m,23,19~20,-13~-12,Launch,Launch,,,true,,-13
4554,lee,HMS 3,h,21,17~19 pc8~16,-4~-2,KND,KND,"Homing, Power crush, Tail spin",,,,
4555,lee,HMS 3 Hit when close ,"h, (throw)","21(,20)",17~19 8~16,,Throw(KND),,,,,,
4556,lee,HMS 4,l (TC),30,24~26s cs6~,-26,KND,KND,,,true,,
4557,lee,HMS 1+2,mm,"10,15","15,26~27",-7~-6,+6~+7,+6~+7,,,,,
4558,lee,HMS u/f+3,m (TJ),24,20~22 js9~,-9,KND,KND,Wall bounce,,,,
4559,lee,"HMS u/f+3, D",m (TJ),24,20~22s js9~,-9,KND,KND,,,,,
4560,lee,HMS u/f+4,m (TJ),20,25~29 js16~,-8~-4s,KND,KND,,,,,
4561,lee,"f, n or HMS f (to MS)",(Special) (TC)(MS),,25~29 16~,,,,,,,,
4562,lee,MS 3,m (TJ),10,15~16 (17~) js9~,-12~-11,-1~0,-1~0,,,,,
4563,lee,"MS 3, 4","m (TJ), m (TJ)","10,10",js1~,-13~-12,Launch (JG?),Launch (JG?),,,true,,
4564,lee,MS 3+4,l (TJ),17,"29~33a,d (31~) js6~23",-35~-31,KND,KND,,,,,
4565,lee,"MS etc, ,",,,"29~33, (31~) 6~23",,,,,,,,
4566,lee,"MS b, n",(Sway),,(s),,,,,,,,
4567,lee,Sway 4,l (TC),18,21~22 cs1~,-13~-12,+3~+4,KND,,,,,
4568,lee,Sway n command,,,21~22 1~,,,,,,,,
4569,lee,f+1,h,7,10,1,8,8,,,,,
4570,lee,d/b or d+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
4571,lee,d/b or d+1 ,Sm (TC),5,10s cs4~,-5,6,6,,,,,
4572,lee,d/b+2,Sm (TC),8,11s cs4~,-4,7,7,,,,,
4573,lee,d/b+4,l (TC),7,12s cs4~,-13,-2,-2,,,,,
4574,lee,u/b or u or u/f+1,m (TJ),12,18 js9~,-8,3,3,,,,,
4575,lee,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,,,,,
4576,lee,u/b+4,m (TJ),11,15~17,-19~-17,-8~-6,-8~-6,,,,,
4577,lee,u+4,m (TJ),15,15~17,-13~-11,KND,Launch (JG?),,,,,
4578,lee,u/b or u+3+4,m (TJ),25,21,-17,KND,KND,,,,,
4579,lee,"u/f, n+4",m,25,"23(29,35) js9~33",-11(-13),Launch (JG?),Launch (JG?),,,,,
4580,lee,WS+1,m,12,12~13,-2~-1,+9~+10,+9~+10,,,,,
4581,lee,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
4582,lee,FC+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
4583,lee,FC+d/b or d+3,l (TC),12,13s cs1~,-17,-3,-3,,,,,
4584,lee,FC+d/f+3,l (TC),12,16s cs1~,-17,-3,-3,,,,,
4585,lee,FC+d/b or d+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
4586,lee,SS+1,h,7,10(11~),1,8,8,,,,,
4587,lee,SS+2,h,10,10(11~),1,7,7,,,,,
4588,lee,SS+3,m,16,14(15~),-8,3,3,,,,,
4589,lee,SS+4,h,16,11(12~),-9,7,Launch (JG?),,,,,
4590,lee,BT 1 or 2,h,15,8,-8,3,3,,,,,
4591,lee,BT 3 or 4,h,25,10,-8,KND,KND,,,,,
4592,lee,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
4593,lee,BT d+3 or 4,l,12,10s cs1~,-11,3,3,,,,,
4594,lei,In rage d/f+3+4,m (Throw),55,20 pc8,-22,Throw,Throw,Rage art,,,,
4595,lei,In rage SNK 2+3,m,40,15,+9g,KND,KND,Rage drive,,,,
4596,lei,In rage DRG 2+3,m,40,15,+11g,KND,KND,Rage drive,,,,
4597,lei,"In rage DRG 2+3, F",m (TGR),40,15,+10g,KND,KND,Rage drive,,,,
4598,lei,In rage PAN 2+3,"l, h","10,15",12,-14,KND,KND,Rage drive,,,,
4599,lei,In rage TGR 2+3,m,30,14,+15g,JG,JG,Rage drive,,,,
4600,lei,In rage CRA 2+3,m (CRA),24,17,0,JG,JG,Rage drive,,,,
4601,lei,1,h,7,10,1,8,8,,,,,
4602,lei,"1, 1","h, h","7,12(6)",10,-6,5,5,,,,,
4603,lei,"1, 1, F","h, h, (SNK)","7,12",10,-5,6,6,,,,,
4604,lei,"1, 2","h, h","7,12",10,-1,6,6,,,,,
4605,lei,2,h,10,10,0,6,6,,,,,
4606,lei,"2, 1","h, m","10,13",10,-8,3,3,,,,,
4607,lei,"2, 1, F","h, m (DRU)","10,13",10,-11,0,0,,,,,
4608,lei,"2, 1, 3+4","h, m, mm (TJ)","10,13,12,14",10,-11,KND,KND,,,,,
4609,lei,3,h,30,15,-9,-4,-2,Tail spin,,,,
4610,lei,"3, B",h (PHX),30,14,-1,4,6,Tail spin,,,,
4611,lei,"3, 3","h, l","30,17",14,-13,KND,KND,,,,,
4612,lei,3~4,m (TJ) (TOR),25,39,3,6s,6s,,,,,
4613,lei,"3~4, 4","m (TJ), m (TJ) (TOR)","25,21",39,3,+6s,+6s,,,,,
4614,lei,"3~4, 4, 4","m (TJ), m (TJ), m(TJ) (TOR)","25,21,17",39,3,+6s,+6s,,,,,
4615,lei,TOR d,m,,,5,+8s,+8s,,,,,
4616,lei,TOR D,m,,,9,+12s,+12s,,,,,
4617,lei,4,h,16,12,-9,5,JG,,,,,
4618,lei,4~3,m (TJ) (Special),25,29 js17,-16,4k,4k,Tail spin,,,,
4619,lei,"4~3, D",m (TJ) (Grounded),25,29 js17,-17,+3K,+3K,Tail spin,,,,
4620,lei,4~4 or FC+4~4,l (TC) (Special),7,15 cs6,-15,-4,6,,,,,
4621,lei,"4~4 or FC+4~4, D",l (TC) (Grounded),7,15,-16,-5,5,,,,,
4622,lei,"4~4, 3","l (TC), l","7,7",15,-2,9,9,,,,,
4623,lei,"4~4, 3, D","l (TC), l (Grounded)","7,7",15,-3,8,8,,,,,
4624,lei,"4~4, 3, 3","l (TC), l, m (Special)","7,7,24",15,-7,JG,JG,,,,,
4625,lei,"4~4, 3, 3, D","l (TC), l, m (Grounded)","7,7,24",15,-13,JG,JG,,,,,
4626,lei,1+2,h,16,14,-7,2,JG,,,,,
4627,lei,"1+2, 1","h, h","16,12",14,-3,8,8,,,,,
4628,lei,"1+2, 2","h, m","16,21",14,-10,KND,JG,,,,,
4629,lei,f+2,h,11,12,0,6,6,,,,,
4630,lei,f+3,m,20,16,-12,-1,-1,,,,,
4631,lei,"f+3, 1","m, h","20,12",16,-3,8,8,,,,,
4632,lei,"f+3, 1, 2","m, h, m","20,12,12",16,-12,JG,JG,,,,,-12
4633,lei,f+4,h (TC),26,23 cs4,-12,3,KND,,,,,
4634,lei,"f+4, 2",h (TC),"26,12",24 cs4,0,6,6,,,,,
4635,lei,"f+4, 2, 1","h (TC), m, m","26,12,12",25 cs4,-12,-1,-1,,,,,
4636,lei,"f+4, 2, 1, 2","h (TC), m, m, m","26,12,12,8",26 cs4,-12,-1,-1,,,,,
4637,lei,"f+4, 2, 1, 2, 4","h (TC), m, m, m, m","26,12,12,8,12",27 cs4,-9,KND,KND,,,,,
4638,lei,"f+4, 2, 1, 2, 4, u or d","h (TC), m, m, m, m (SS)","26,12,12,8,12",28 cs4,-11,KND,KND,,,,,
4639,lei,"f+4, 2, 1, 2, 3","h (TC), m, m, m l","26,12,12,8,12",29 cs4,-17,-6,KND,,,,,
4640,lei,f+1+2,hh,"13,1",16,4,9,9,,,,,
4641,lei,"f+1+2, F",hh (PAN),"13,1",,-5,0,0,,,,,
4642,lei,d/f+1,m,13,13,-4,7,7,,,,,
4643,lei,"d/f+1, 1","m, h","13,12",,-9,2,2,,,,,
4644,lei,"d/f+1, 1, 1","m, h, m","13,12,21",,-10,KND,KND,,,,,
4645,lei,d/f+2,m,12,15,-7,JG,JG,,,,,
4646,lei,"d/f+2, F",m (SNK),12,,-9,JG,JG,,,,,
4647,lei,d/f+3,m,27,21,-10,KND,KND,Homing,,,,
4648,lei,d/f+4,m,15,12,-4,7,7,,,,,
4649,lei,d/f+1+2,m,21,17,-7s,-4s,-4s,,,,,
4650,lei,"d/f+1+2, f",m (TGR),21,,0,+3s,+3s,,,,,
4651,lei,d+1,sm (TC),5,10 cs4,-5,6,6,,,,,
4652,lei,d+2,m,18,18,-3s,+4s,+4s,,,,,
4653,lei,"d+2, 2","m, m","18,21",,-10,KND,KND,,,,,
4654,lei,d+3,l,15,16,-14,-3,-3,,,,,
4655,lei,d+4,l,10,12,-12,0,0,,,,,
4656,lei,"d+4, D",l,10,,-13,-1,-1,,,,,
4657,lei,"d+4, 4","l, m","10,15",,-15,-2,-2,,,,,
4658,lei,"d+4, 4, f","l, m (DRU)","10,15",,-29,-16,-16,,,,,
4659,lei,d/b+1,l (TC) (SNK),14,22 cs6,-3,8,+12s,,,,,
4660,lei,d/b+2,sm (TC),8,11 cs4,-4,7,7,,,,,
4661,lei,d/b+3,l (TC),12,16 cs4,-17,-3,-3,,,,,
4662,lei,d/b+4 (clean),l (TC),12,20 cs11,-26,KND,KND,,,,,
4663,lei,d/b+4,l (TC),8,20 cs11,-26,-4s,-4s,,,true,,
4664,lei,"d/b+4, 4","l (TC), h (TJ)","8,3",,-9,KND,KND,,,,,
4665,lei,"d/b+4 (clean), u or d",l (TC) (SS),12,20 cs11,-26,KND,KND,,,,,
4666,lei,"d/b+4, u or d",l (TC) (SS),8,20 cs11,-26,+8s,+8s,,,,,
4667,lei,"d/b+4, F (clean)",l (TC) (DRU),12,20 cs11,-26,KND,KND,,,,,
4668,lei,"d/b+4, F",l (TC) (DRU),8,20 cs11,-26,+6s,+6s,,,,,
4669,lei,d/b+1+2,m,26,28,-12,KND,KND,,,,,
4670,lei,d/b+3+4,m (TJ) (Special),22,19 js12,-21,KND,KND,,,,,
4671,lei,"d/b+3+4, D",m (TJ) (Special),22,19 js12,-23,KND,KND,,,,,
4672,lei,b+3,h,25,14,-14,-4,-2,Tail spin,,,,
4673,lei,b+2,m,15,17,-7,4,4,,,,,
4674,lei,"b+2, f",m (DRA),15,,-9,2,2,,,,,
4675,lei,"b+2, 4","m, h (TJ)","15,23",,-9,KND,KNd,Tail spin,,,,
4676,lei,b+4,l,17,23,-12,-1S,3,,,,,
4677,lei,"b+4, b",l (BT),17,,-6,+5s,9,,,,,
4678,lei,"b+4, 1","l, h","17,23",,-10,KND,KND,Tail spin,,,,
4679,lei,b+1+2,m (TC),25,26 cs4,-2,6,+29g,,,,,
4680,lei,u/f+1,h,19,17,-3,7,7,,,,,
4681,lei,u/b or u+1,m (TJ),12,18 js9,-12,3,3,,,,,
4682,lei,u/b or u or u/f+2,m (TJ) (Special),25,35 js19,-14,-3s,-3s,,,,,
4683,lei,u/b or u or u/f+2 (down),m (TJ) (Special),25,35 js19,-15,-4s,-4s,,,,,
4684,lei,u/b+3,m (TJ) (CRA),12,16 js6,-7,KND,KND,,,,,
4685,lei,u+3,m (TJ) (CRA),21,16 js6,-4,9,JG,,,,,
4686,lei,u/f+3,m (TJ) (CRA),23,16 js6,-2,11,JG,,,,,
4687,lei,u/b+4,m (TJ),20,15 js12,-18,KND,KND,,,,,
4688,lei,"u/b+4,f",m (TJ) (CRA),20,15 js12,-27,KND,KND,,,,,
4689,lei,"u/b+4, b",m (TJ) (Special),20,15 js12,-28,KND,KND,,,,,
4690,lei,u+4,m (TJ),15,15 js9,-13,KND,JG,,,,,
4691,lei,u/f+4,m (TJ),13,15 js9,-13,KND,KND,,,true,,
4692,lei,u+1+2,(Special),,js8,,,,,,,,
4693,lei,"u+1+2, d",(Special),,js8,,,,,,,,
4694,lei,"u+1+2, 1,2",m,25,,-8,KND,KND,Wall Bounce,,,,
4695,lei,"u+1+2, 4",l (TC) (Special),20,62,-11,KND,KND,,,,,
4696,lei,u/b or u+3+4,m (TJ),25,21 js9,-17,KND,KND,,,,,
4697,lei,u/f+3+4,m (TJ),"10,16",33 js9,-1,KND,KND,,,,,
4698,lei,"u/f, N, 4",m (TJ),25,23 js9,-11,JG,JG,,,,,
4699,lei,"f, N, 1",m,9,12,-2,7 (11),7(11),,,,,
4700,lei,"f, N, 1, u or d",m (Special),9,12,-11,-2(2),-2(2),,,,,
4701,lei,"f, N, 1, 2","m, m","9,9",12,-12,1,1,,,,,
4702,lei,"f, N, 1, 2, u or d","m, m (Special)","9,9",12,-10,3,3,,,,,
4703,lei,"f, N, 1, 2, 1","m, m, m","9,9,9",12,-12,1,1,,,,,
4704,lei,"f, N, 1, 2, 1, u or d","m, m, m (Special)","9,9,9",12,-11,2,2,,,,,
4705,lei,"f, N, 1, 2, 1, 2","m, m, m, m","9,9,9,9",12,-14,1,1,,,,,
4706,lei,"f, N, 1, 2, 1, 2, u or d","m, m, m, m (Special)","9,9,9,9",12,-13,2,2,,,,,
4707,lei,"f, N, 1, 2, 1, 2, 4","m, m, m, m, m","9,9,9,9,12",12,-9,KND,KND,,,,,
4708,lei,"f, N, 1, 2, 1, 2, 4, u or d","m, m, m, m, m (Special)","9,9,9,9,12",12,-11,KND,KND,,,,,
4709,lei,"f, N, 1, 2, 1, 2, 3","m, m, m, m, l","9,9,9,9,12",12,-17,-6,KND,,,true,,-17
4710,lei,"f, N, 2",h,10,12,2,7,7,,,,,
4711,lei,"f, N, 2, 1","h, m","10,12",,0,2,2,,,,,
4712,lei,"f, N, 2, 1, 2","h, m, m","10,,21",,-17,KND,JG,,,,,
4713,lei,"f, N, 2, 1, 2, 1","h, m, m, m","10,,21,25",,5,KND,KND,,,,,
4714,lei,"f, N, 3",h,30,15,3,KND,KND,Tail spin,,,,
4715,lei,"f, N, 4",h,18,10,-11,0,0,,,,,
4716,lei,"f, N, 4, 1","h, m","18,12(5)",,-1,5,5,,,,,
4717,lei,"f, N, 4, 1, F","h, m (Special)","18,12(5)",,-3,3,3,,,,,
4718,lei,"f, N, 4, 1, 2","h, m, m","18,12,8",,-10,-4,-4,,,,,
4719,lei,"f, N, 4, 1, 2, 3","h, m, m, l","18,12,8,20",,-6,KND,KND,,,,,
4720,lei,"f, N, 4, 1, 2, 3, 4","h, m, m, h, m","18,12,8,20,20",,-7,KND,KND,,,,,
4721,lei,"f, N, 4, 1, 2, 3, d+4","h, m, m, h, l (TC)","18,12,8,20,20",,-12,KND,KNd,,,,,
4722,lei,"f, N, 4, 1, 2, 2","h, m, m, m","18,12,8,10",,-12,-1,-1,,,,,
4723,lei,"f, N, 4, 1, 2, 2, F","h, m, m, m (special)","18,12,8,10",,-4,7,7,,,,,
4724,lei,"f, N, 4, 1, 2, 2, 2","h, m, m, m, l (TC)","18,12,8,10,15",,-17,-1,-1,,,,,
4725,lei,"f, N, 4, 1, 2, 2, 2, F","h, m, m, m, l (Special)","18,12,8,10,15",,-14,2,2,,,,,
4726,lei,"f, F+2",m,24,18 pc6,-12,+7k,+7k,"Tail spin, power crush",,true,,-12
4727,lei,"f, F+3 or f, f, f+3",m,15,16,-14,JG,JG,,,,,
4728,lei,"f, F+3,B or f, f, f+3, B",m (BT),15,,-8,JG,JG,,,,,
4729,lei,"f, F+3, 4","m, h","15,24",,-13,KND,KND,,,,,
4730,lei,"f, F+4",h,21,15,-6,+5y,+5y,,,,,
4731,lei,"f, F+4, 3+4","h, h (TJ)","21,21",,-3y,KND,KND,Tail spin,,,,
4732,lei,"f, F+4, 3+4, F",h (CRA),21,,-25,-14y,-14y,,,,,
4733,lei,"f, F+4, 3+4, B",h (special),21,,-21,-10y,-10y,,,,,
4734,lei,"f, F+3+4",m (TJ) (special),25,24 js9,2,KND,KND,,,,,
4735,lei,"f, F+3+4, D",m (TJ) (special),25,24 js9,1,KND,KND,,,,,
4736,lei,"f, f, f+1",m (TJ),30,22 js3,+8g,KND,KND,,,,,
4737,lei,FC+1,sm (TC),5,10 cs1,-5,6,6,,,,,
4738,lei,FC+2,sm (TC),8,11 cs1,-4,7,7,,,,,
4739,lei,FC+d/b or d+3,l (TC),12,15 cs1,-18,-4,-4,,,,,
4740,lei,FC+d/f+3,l (TC),12,16 cs1,-17,-3,-3,,,,,
4741,lei,FC+4,l (TC),10,12 cs1,-15,-4,-4,,,,,
4742,lei,WS+1,m,12,11,-3,8,8,,,,,
4743,lei,WS+2,m,12,14,-5,6,6,,,,,
4744,lei,"WS+2, 1","m, m","12,15",,-9,4,4,,,,,
4745,lei,WS+3,m,25,10,-16,-5,-5,,,,,
4746,lei,WS+4,m,15,11,-4,7,7,,,,,
4747,lei,WS+3+4,m,14,16,-15,JG,JG,,,,,-15
4748,lei,FC+d/f+2,l (TC),10,18 cs1,-12,-1,-1,,,,,
4749,lei,"FC+d/f+2, 1","l, l","10,1",,-13,0,0,,,,,
4750,lei,"FC+d/f+2, 1, 4","l, l, m (special)","10,10,18",,0,9,11,,,,,
4751,lei,"FC+d/f+2, 1, 4, B","l, l (special)","10,1",,-28,-15,-15,,,,,
4752,lei,SS+1,h,21,16,-5,6,6,,,,,
4753,lei,"SS+1, F",h (special),21,,-1,10,10,,,,,
4754,lei,"SS+1, u or d",h (special),21,,-2,9,9,,,,,
4755,lei,SS+2,m,12,18,-7,-9,KND,,,,,
4756,lei,"SS+2, 2","m, h","12, 20",,5,5,5,,,,,
4757,lei,SS+4,m,14,21,-8,JG,JG,,,,,
4758,lei,SS+3+4,m (TJ),15,24 js13,-4s,+1s,+1s,,,,,
4759,lei,"SS+3+4, D",m (TJ) (special),15,24 js13,-46s,-41s,-41s,,,,,
4760,lei,Grounded 3+4,m ,20,30,-5,KND,KND,,,,,
4761,lei,1+3+4,,,,,,,,,,,
4762,lei,2+3+4,,,,,,,,,,,
4763,lei,"Back against wall b, b, u/b",,21,35F,1,KND,KND,,,,,
4764,lei,f+3+4,(DRU),,,,,,,,,,
4765,lei,DRU d,(special),,,,,,,,,,
4766,lei,DRU F,(high punch parry),,,,,,,,,,
4767,lei,"DRU F,d",(Special),,,,,,,,,,
4768,lei,"DRU F, b",(Special),,,,,,,,,,
4769,lei,DRU b,(Blocks mid and high),,,,,,,,,,
4770,lei,DRU 1,m,25,18,-11,KND,KND,,,,,
4771,lei,"DRU 1, F",m (special),25,,-21,KND,KND,,,,,
4772,lei,DRU 2,m,12,18,-7s,-9s,KND,,,,,
4773,lei,"DRU 2, b",m (special),12,,+1s,-1s,KND,,,,,
4774,lei,"DRU 2, f",m (special),12,,-48s,44s,KND,,,,,
4775,lei,"DRU 2, F+4",m (special),17,18,-12,JG,JG,,,,,
4776,lei,"DRU 2, 2","m, h","12, 20",,5,5,5,,,,,
4777,lei,"DRU 2, 2, F","m,h","12, 20",,2,2,2,,,,,
4778,lei,DRU 3,l,10,17,-12,1,1,,,,,
4779,lei,"DRU 3, F",l (Special),10,,-22,-9,-9,,,,,
4780,lei,"DRU 3, 2","l, m","10, 20",,-1s,KND,KND,,,,,
4781,lei,"DRU 3, 2, F","l, m (special)","10, 20",,-8s,KND,KND,,,,,
4782,lei,"DRU 3, 2, 4","l, m, m","10,20,18",,-21,KND,KND,,,,,
4783,lei,"DRU 3, 2, 4, B","l, m, m (special)","10,20,18",,-28,KND,KND,,,,,
4784,lei,"DRU 3, 2, 4, F","l, m, m (special)","10,20,18",,-27,KND,KND,,,,,
4785,lei,"DRU 3, 1+2","l, h","10, 15",,-9,KND,KND,Tail Spin,,,,
4786,lei,DRU 4,m,17,18,-12,JG,JG,,,,,
4787,lei,"DRU 4, F",m (special),17,,-18,JG,JG,,,,,
4788,lei,DRU 1+2,(TC) (special) (recover healt),,,,,,,,,,
4789,lei,"DRU 1+2, 1+2",(special) (recover health),,,,,,,,,,
4790,lei,"DRU 1+2, 1+2, 1+2",(Special) (recover health),,,,,,,,,,
4791,lei,DRU 3+4,l (TC) (Special),23,29 cs4,-12 or -13,KND,KND,,,,,
4792,lei,DRU b+1+2,m (TC) (special),25,33,-18,KND,KND,,,,,
4793,lei,DRU u/b+1+2,,,,,,,,,,,
4794,lei,"DRU u/b+1+2, 1",m (speical),25,18,-11,KND,KND,,,,,
4795,lei,"DRU u/b+1+2, 1, F",m (special),25,,-21,KNd,KND,,,,,
4796,lei,DRU u/f+1+2,m (TJ) (special),21 js16,30,-9s,-6s,KND,,,,,
4797,lei,d+1+2 or BT d+1+4,(FCD RLX),,,,,,,,,,
4798,lei,FCD RLX 3,l,21,24,-37,KND,KND,,,,,
4799,lei,FCD RLX 3~4 (clean),l (TC) (special),12,24 cs10,-26,KND,KND,,,,,
4800,lei,FCD RLX 3~4,l (TC) (Special),8,24 cs10,-26,-10s,-10s,,,,,
4801,lei,"FCD RLX 3~4, D (clean)",l (TC) (Special),12,24 cs10,-26,KND,KND,,,,,
4802,lei,"FCD RLX 3~4, D",l (TC) (Special),8,24 cs 10,-26,-1s,-1s,,,,,
4803,lei,"FCD RLX 3~4, 4","l, h","8,3",,-11,KND,KND,,,,,
4804,lei,FCD RLX 4,m,10,23,-15,KND,KND,,,,,
4805,lei,FCD RLX 4~3,m (TJ),20,21,-16,+4k,+4k,Tail spin,,,,
4806,lei,"FCD RLX 4~3, D",m (TJ),20,,-17,-3k,-3k,Tail spin,,,,
4807,lei,FCD RLX 3+4,"m, m","5, 20",27,-7,KND,KND,,,,,
4808,lei,d+1+4 or BT d+1+2,(SLD RLX),,,,,,,,,,
4809,lei,SLD RLX 3,l,10,26,-20,+1s,KND,,,,,
4810,lei,SLD RLX 4,m,15,26,-19,KND,KND,,,,,
4811,lei,SLD RLX 4~3,l (TC),15,24 cs6,-24,KND,KND,,,,,
4812,lei,"SLD RLX 4~3, D",l (TC),15,,-25,KND,KND,,,,,
4813,lei,SLD RLX 3+4,"m, m","5,21",18,-20,KND,KND,,,,,
4814,lei,"SLD RLX 3+4, D","m, m","5,21",,-21,KND,KND,,,,,
4815,lei,"SLD RLX d, 3+4",l,23,29,-42,KND,KND,,,,,
4816,lei,d+3+4 or BT d+2+3,(KND RLX),,,,,,,,,,
4817,lei,KND RLX 3,l,14,19,-37,KND,KND,,,,,
4818,lei,KND RLX 4,m,17,25,-13,+11k,+11k,"Homing, Tail spin",,,,
4819,lei,KND RLX 3+4,(SIT SNA),,,,,,,,,,
4820,lei,KND RLX 1,m (special),25,21,-10,KND,KND,,,,,
4821,lei,KND RLX F+1+2,m,15,50,2,KND,KND,,,,,
4822,lei,KND RLX b+3+4,m,20,30,-5,KND,KND,,,,,
4823,lei,d+2+3 or BT d+3+4,(PLD RLX),,,,,,,,,,
4824,lei,PLD RLX 3 (clean),l (TC),12,20 cs4,-26,KND,KND,,,,,
4825,lei,PLD RLX 3,l (TC),8,20 cs4,-26,+2s,+2s,,,true,,-26
4826,lei,"PLD RLX 3, 4","l, h","8,3",,-11,KND,KND,,,,,
4827,lei,"PLD RLX 3, u or d (clean)",l (TC),12,20 cs4,-26,KND,KND,,,,,
4828,lei,"PLD RLX 3, u or d",l (TC),8,20 cs4,-26,+8s,+8s,,,,,
4829,lei,"PLD RLX 3, F (clean)",l (TC) (Special),12,20 cs4,-26,KND,KND,,,,,
4830,lei,"PLD RLX 3, F",l (TC) (Special),8,20 cs4,-26,+6s,+6s,,,,,
4831,lei,PLD RLX 4,m,20,22,-12,KND,KND,,,,,
4832,lei,PLD RLX  3+4,m (Special),"12,14",21,-26,KND,KND,,,,,
4833,lei,b+3+4 or B+3+4,(Special),,,,,,,,,,
4834,lei,BT F,,,,,,,,,,,
4835,lei,BT f,,,,,,,,,,,
4836,lei,BT 1,h,12,16,-5,6,6,,,,,
4837,lei,"BT 1, 1","h, m","12, 10",16,-7,4,4,,,,,
4838,lei,"BT 1, 1, 3","h, m, l","12,10,7",,-18,-7,-7,,,,,
4839,lei,"BT 1, 1, 3, 2","h, m, l, h","12,10,7,16",,-17,KND,KND,,,,,
4840,lei,"BT 1, 1, 3, 2, F","h, m, l, h (DRU)","12,10,7,16",,-56,KND,KND,,,,,
4841,lei,BT 2,m,20,20,-10,KND,KND,"Homing, Tail spin",,,,
4842,lei,BT 3,h,18,10,-8,KND,KND,,,,,
4843,lei,BT 4,m,15,14,-14,-3,-3,,,,,
4844,lei,"BT 4, B",m (BT),20,,-7,4,4,,,,,
4845,lei,"BT 4, 1","m, h","15,21",,-8,KND,KND,Tail spin,,,,
4846,lei,"BT 4, 3","m, m","15,17",,-15,JG,JG,,,true,,-15
4847,lei,"BT 4, 4","m, m (TJ)","15,2",,-3s,+1s,KND,,,,,
4848,lei,BT 1+2,h,12,10,-6,5,5,,,,,
4849,lei,"BT 1+2, 2","h, m (RLX)","12,18",,-19,-3s,+5s,,,,,
4850,lei,BT 3+4,m (TJ) (BT),15,32 js10,-4,KND,KND,,,,,
4851,lei,"BT 3+4, F",m (TJ),15,32 js10,-12,KND,KND,,,,,
